,questionnaire_id,global_id,Edad,Profesion,Estudios,Calor1,Telequinesis1,Magnetismo1,Cosmica1,Cuantica1,Presion1,Aura1,Electricidad1,Poderes1,NoLoSe1,Calor1_Escala,Telequinesis1_Escala,Magnetismo1_Escala,Cosmica1_Escala,Cuantica1_Escala,Presion1_Escala,Aura1_Escala,Electricidad1_Escala,Poderes1_Escala,NoLoSe1_Escala,Comentario,RelevanciaMano,Calor2,Telequinesis2,Magnetismo2,Cosmica2,Cuantica2,Presion2,Aura2,Electricidad2,Poderes2,NoLoSe2,Calor2_Escala,Telequinesis2_Escala,Magnetismo2_Escala,Cosmica2_Escala,Cuantica2_Escala,Presion2_Escala,Aura2_Escala,Electricidad2_Escala,Poderes2_Escala,NoLoSe2_Escala,HayTruco?,Bailar,Cocinar,Matematica,TV,Construir,Oficina,Tarot,Leer,Religion,Reparar,Programar,Correr,Acertijos,Astrologia,Deportes,Debatir,Magia,Electronica,Origen
12,['15930'],1003,25-40,Bio/Qui/Geo/Pale,Universidad,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,0,0,1,0,0,0,0,0,0,0,0,10,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,7,7,0,7,7,7,7,1,7,0,No,2,4,2,3,2,1,1,4,1,2,2,2,4,1,1,3,4,3,data_MarchaCyT
13,['28311'],1003,>40,Null,Universidad,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Null,0,0,0,0,0,0,0,0,0,1,0,4,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Null,0,0,0,0,0,0,0,0,0,0,NoSe,3,4,4,4,3,1,1,3,1,1,0,2,3,0,2,4,3,2,data_MarchaCyT
14,['57670'],1003,25-40,Profesorado Otros,Universidad,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,7,7,1,7,7,7,7,7,7,2,0,8,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,7,7,0,7,7,7,7,7,7,4,No,1,1,0,2,2,0,3,4,1,1,1,3,4,3,4,4,3,2,data_MarchaCyT
15,['58364'],1003,25-40,Bio/Qui/Geo/Pale,Universidad,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,5,7,1,7,6,6,7,2,7,5,0,6,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,5,7,0,7,6,6,7,2,7,6,NoSe,2,4,3,3,3,3,1,1,2,2,2,3,4,0,3,3,3,0,data_MarchaCyT
16,['16523'],1003,25-40,Profesorado Otros,Univ en curso,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,3,6,1,5,5,3,6,2,7,1,0,8,Null,NS/NC,Podria,Podria,NS/NC,Podria,NS/NC,Podria,NS/NC,Podria,2,6,2,6,3,2,5,2,7,1,No,4,2,1,4,1,2,2,3,2,1,0,1,1,3,1,3,1,3,data_MarchaCyT
17,['46876'],1003,25-40,Arq/Diseno,Posgrado,NS/NC,NS/NC,Es,NS/NC,Podria,NS/NC,NS/NC,Podria,NS/NC,NS/NC,0,0,1,0,5,0,0,7,0,0,0,7,NS/NC,NS/NC,Es,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,1,0,6,0,0,0,0,0,No,4,4,3,3,4,0,NS/NC,4,2,4,1,4,4,3,4,4,4,2,data_MarchaCyT
18,['34970'],1003,>40,Bio/Qui/Geo/Pale,Universidad,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,1,0,0,0,0,0,0,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,0,0,0,0,0,0,0,0,0,1,No,3,3,3,3,3,3,2,3,2,3,3,1,3,2,3,3,3,3,data_MarchaCyT
19,['44693'],1003,25-40,Otra,Universidad,NS/NC,NS/NC,Es,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,1,10,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,NoSe,4,4,4,4,4,NS/NC,NS/NC,3,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_MarchaCyT
20,['38656'],1003,>40,Mate/Comp/Sist,Universidad,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,1,7,4,3,3,7,7,7,7,7,0,5,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,1,7,7,4,3,5,7,7,7,7,No,4,2,4,2,1,2,2,4,2,1,4,0,4,2,3,2,2,0,data_MarchaCyT
21,['21649'],1003,25-40,Sociales,Universidad,Podria,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,1,0,1,0,0,0,0,0,0,0,1,10,Podria,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,Es,4,0,2,0,0,0,0,1,0,0,No,4,3,1,4,3,3,4,4,2,3,1,3,4,2,4,4,4,2,data_MarchaCyT
22,['51979'],1003,18-24,Bio/Qui/Geo/Pale,Univ en curso,Podria,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,6,0,4,0,0,0,0,0,0,0,0,4,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,5,0,0,0,0,0,0,0,No,4,4,4,4,4,1,0,4,0,2,1,1,4,0,3,4,2,3,data_MarchaCyT
23,['27456'],1003,25-40,Bio/Qui/Geo/Pale,Universidad,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,7,7,1,7,7,7,7,2,7,7,0,2,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,7,7,1,7,7,7,7,2,7,7,NoSe,1,3,3,4,2,2,1,4,1,2,2,2,3,1,2,3,2,2,data_MarchaCyT
24,['22501'],1003,25-40,Bio/Qui/Geo/Pale,Universidad,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,7,7,0,7,7,1,7,7,7,4,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,7,7,7,7,7,0,7,7,7,4,Si,2,3,3,3,3,1,2,4,3,3,3,3,3,2,3,3,4,2,data_MarchaCyT
25,['47868'],1003,25-40,Bio/Qui/Geo/Pale,Universidad,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,4,7,2,7,7,7,7,5,7,1,0,3,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,Es,7,7,4,6,7,5,7,5,7,1,NoSe,1,3,3,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_MarchaCyT
26,['46252'],1003,18-24,Bio/Qui/Geo/Pale,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,7,7,7,7,7,7,7,1,7,7,0,8,Null,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,4,7,7,7,7,7,7,4,7,0,NoSe,1,2,2,3,3,2,0,3,0,3,1,3,2,0,4,NS/NC,2,2,data_MarchaCyT
27,['58999'],1003,18-24,Bio/Qui/Geo/Pale,Univ en curso,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,4,7,1,7,1,1,7,1,7,7,0,10,Podria,NS/NC,Es,NS/NC,Podria,Podria,NS/NC,Podria,NS/NC,NS/NC,1,7,1,7,1,1,7,1,7,7,No,3,3,2,3,3,Null,1,3,1,1,2,3,3,1,3,3,2,2,data_MarchaCyT
28,['38923'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,1,7,5,7,7,3,7,5,7,0,0,7,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,5,7,7,7,7,1,7,7,7,0,No,3,3,3,3,3,2,0,3,1,3,3,3,3,0,3,3,2,2,data_MarchaCyT
29,['62905'],1003,>40,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,2,7,2,7,7,1,7,5,7,0,0,0,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,3,7,2,7,7,3,7,4,7,0,NS/NC,3,4,1,4,3,1,0,4,1,3,1,3,2,0,NS/NC,4,3,1,data_MarchaCyT
30,['46322'],1003,>40,Mate/Comp/Sist,Posgrado,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,2,3,3,6,6,7,7,0,7,7,0,6,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,7,7,7,7,7,1,7,7,7,7,Si,1,4,4,4,2,0,3,4,3,1,4,1,1,4,1,3,1,0,data_MarchaCyT
31,['28815'],1003,25-40,Bio/Qui/Geo/Pale,Universidad,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,4,7,1,7,5,5,7,1,7,0,0,10,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,4,7,0,7,4,2,7,1,7,0,NoSe,4,4,4,4,3,2,0,4,0,3,3,3,3,0,4,3,3,2,data_MarchaCyT
32,['35098'],1003,25-40,Mate/Comp/Sist,Universidad,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,Es,NS/NC,Es,0,0,0,0,7,0,0,3,0,1,0,8,Podria,Podria,Podria,Podria,Podria,Podria,Podria,Podria,Podria,Es,7,6,2,7,7,6,4,2,6,1,NS/NC,3,2,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_MarchaCyT
33,['22123'],1003,25-40,Mate/Comp/Sist,Univ en curso,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,2,7,7,7,6,7,7,4,7,4,0,7,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,4,7,7,7,7,5,7,0,7,3,NoSe,3,3,3,3,2,1,0,3,0,3,3,3,3,0,4,3,3,3,data_MarchaCyT
34,['39488'],1003,18-24,Economicas,Univ en curso,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,0,0,6,0,0,0,0,0,0,0,0,10,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,No,3,2,2,3,2,3,1,1,1,NS/NC,NS/NC,3,2,1,4,NS/NC,NS/NC,NS/NC,data_MarchaCyT
35,['26251'],1003,25-40,Derecho,Universidad,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,0,10,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NS/NC,3,3,2,3,2,1,1,3,1,2,1,3,2,1,3,3,3,2,data_MarchaCyT
36,['41821'],1003,>40,Sociales,Posgrado,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,0,1,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,No,4,3,3,2,1,1,NS/NC,4,1,1,3,3,3,1,3,3,2,2,data_MarchaCyT
37,['58479'],1003,25-40,Profesorado Otros,Null,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,6,5,2,7,7,7,7,7,7,7,0,5,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,0,0,0,0,0,0,0,0,0,0,No,3,3,1,4,3,2,1,4,3,3,3,3,3,2,4,4,4,2,data_MarchaCyT
38,['46016'],1003,25-40,Sociales,Universidad,NS/NC,NS/NC,Null,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,1,0,0,0,0,0,0,0,1,10,NS/NC,NS/NC,Null,Null,NS/NC,NS/NC,Null,NS/NC,NS/NC,NS/NC,0,0,1,1,0,0,1,0,0,0,No,4,3,0,3,3,2,2,4,1,2,2,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_MarchaCyT
39,['29058'],1003,>40,Fisica/CsAt/Ocea,Posgrado,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,Es,5,5,5,5,5,5,5,4,5,1,0,6,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Null,NS/NC,NS/NC,NS/NC,Es,0,0,0,0,0,1,0,0,0,1,NS/NC,3,3,3,3,2,2,0,3,1,2,3,2,1,1,4,1,0,NS/NC,data_MarchaCyT
40,['63379'],1003,25-40,Bio/Qui/Geo/Pale,Posgrado,Podria,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,3,7,2,6,6,5,7,4,7,5,0,6,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,6,7,5,0,6,5,7,4,7,1,NoSe,4,4,2,3,2,1,1,3,1,2,1,2,2,1,3,3,0,2,data_MarchaCyT
41,['41240'],1003,25-40,Sociales,Universidad,Podria,NS/NC,Es,NS/NC,NS/NC,Podria,NS/NC,Podria,NS/NC,NS/NC,2,6,1,6,4,2,6,2,7,0,0,8,Podria,NS/NC,Es,NS/NC,NS/NC,Podria,NS/NC,Podria,NS/NC,NS/NC,2,6,1,6,4,2,6,2,7,0,Si,3,3,2,3,2,1,1,4,1,3,2,3,3,2,3,3,3,2,data_MarchaCyT
42,['33616'],1003,25-40,Bio/Qui/Geo/Pale,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,Es,3,7,4,7,5,3,7,4,7,0,0,10,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,4,7,4,7,7,4,7,5,7,7,Si,2,2,3,3,4,1,1,3,1,4,4,3,3,1,2,4,4,4,data_MarchaCyT
43,['27708'],1003,25-40,Bio/Qui/Geo/Pale,Univ en curso,Podria,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,Podria,4,7,1,7,3,4,7,3,7,4,0,6,Podria,Podria,Es,Podria,Podria,Podria,Podria,Podria,Podria,NS/NC,2,2,2,2,2,2,2,2,2,2,Si,3,4,1,4,Null,1,Null,4,1,4,1,2,2,2,4,3,2,2,data_MarchaCyT
44,['21781'],1003,25-40,Bio/Qui/Geo/Pale,Posgrado,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,4,0,0,0,0,0,0,0,0,0,0,10,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,4,0,0,0,0,0,0,0,0,0,Si,3,3,4,4,4,1,0,4,0,3,2,1,4,0,4,3,3,3,data_MarchaCyT
45,['56157'],1003,25-40,Bio/Qui/Geo/Pale,Posgrado,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,0,0,3,0,0,0,0,4,0,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,0,0,0,0,0,0,0,0,0,1,Si,2,4,2,4,3,1,2,4,2,3,2,3,4,3,4,4,4,3,data_MarchaCyT
46,['18515'],1003,25-40,Bio/Qui/Geo/Pale,Universidad,Podria,NS/NC,Podria,NS/NC,Podria,NS/NC,NS/NC,Podria,NS/NC,Es,4,7,3,7,4,7,7,3,7,1,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,7,7,7,7,7,7,7,7,7,1,NoSe,3,3,2,3,3,1,1,4,1,2,1,2,4,1,4,4,3,2,data_MarchaCyT
0,['37441'],1003,18-24,Null,Univ en curso,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,7,7,1,7,7,7,7,7,7,7,0,5,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,7,7,1,7,7,7,7,7,1,7,Si,3,2,2,4,2,0,0,3,1,1,2,3,4,0,4,2,3,3,data_Micro
1,['55027'],1003,NS/NC,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,3,7,2,6,6,4,7,3,7,1,0,8,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,0,0,0,0,0,0,0,0,0,0,NoSe,2,3,3,4,3,1,0,3,1,4,3,3,3,1,4,3,2,3,data_Micro
2,['23839'],1003,25-40,Gastronomia,Universidad,Null,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,3,7,7,7,7,4,7,4,7,7,0,5,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,Si,4,3,3,3,3,2,1,1,1,3,0,3,1,2,4,2,3,3,data_Micro
3,['55177'],1003,25-40,Fisica/CsAt/Ocea,Universidad,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,Si,3,3,2,3,0,0,0,3,0,1,3,3,2,0,4,3,2,1,data_Micro
4,['50273'],1003,25-40,Fisica/CsAt/Ocea,Universidad,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Micro
5,['61026'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Es,2,0,0,0,0,2,0,0,0,0,0,10,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Es,3,0,0,0,0,3,0,0,0,0,Si,4,3,3,4,3,2,1,4,1,3,3,3,3,1,3,3,2,3,data_Micro
6,['43284'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Podria,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,3,7,1,7,7,5,6,5,7,7,0,8,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Null,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,No,3,3,3,4,4,2,1,3,0,4,2,2,3,2,4,2,4,4,data_Micro
7,['58814'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,7,7,7,7,7,1,7,7,7,1,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,7,7,7,7,7,1,7,7,7,4,No,3,3,2,4,4,0,2,3,0,4,4,0,4,1,3,4,4,4,data_Micro
8,['56222'],1003,18-24,Null,Univ en curso,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,5,0,0,0,0,2,0,0,0,0,0,2,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,2,0,0,0,0,Si,3,4,3,2,2,NS/NC,NS/NC,3,1,3,2,2,4,1,3,3,3,3,data_Micro
9,['27775'],1003,25-40,Fisica/CsAt/Ocea,Null,Es,NS/NC,Podria,NS/NC,NS/NC,Podria,NS/NC,Podria,NS/NC,Podria,3,7,4,7,7,5,7,4,7,1,0,7,NS/NC,Es,Podria,NS/NC,Podria,NS/NC,NS/NC,Podria,NS/NC,Podria,7,4,4,7,5,7,7,4,7,1,Si,0,3,3,3,4,1,0,4,0,4,4,2,3,0,0,0,3,4,data_Micro
10,['32133'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,1,7,4,7,7,7,7,1,7,1,0,8,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,2,7,3,7,0,7,0,3,7,1,NoSe,3,4,3,4,2,0,0,4,0,3,3,1,1,0,2,3,0,3,data_Micro
11,['53040'],1003,25-40,Fisica/CsAt/Ocea,Universidad,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,6,7,7,7,7,3,7,7,7,0,1,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,Si,3,3,3,4,3,2,1,4,1,3,3,3,3,1,4,3,2,3,data_Micro
12,['65444'],1003,25-40,Fisica/CsAt/Ocea,Null,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,1,7,5,7,7,3,7,5,7,1,0,10,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,6,7,7,7,7,1,7,7,7,7,Si,1,2,2,3,4,2,1,3,0,4,4,2,2,0,3,3,3,3,data_Micro
13,['28864'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Micro
14,['46671'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Es,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,2,7,4,7,6,5,7,4,7,4,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,7,7,7,7,7,1,7,7,7,0,Si,3,3,2,3,2,0,0,3,0,2,2,1,3,0,1,4,3,1,data_Micro
15,['48693'],1003,18-24,Fisica/CsAt/Ocea,Null,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,Podria,NS/NC,NS/NC,3,7,2,7,5,2,7,3,7,1,0,5,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,Si,3,3,4,3,2,1,1,4,2,3,3,3,3,Null,3,3,2,4,data_Micro
16,['63372'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,4,7,1,6,3,6,7,4,7,1,1,6,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,6,7,0,7,7,1,7,7,7,3,Si,2,3,3,4,3,1,2,3,2,2,3,3,3,2,4,4,3,2,data_Micro
17,['24798'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Podria,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,4,7,4,7,7,7,7,7,7,1,0,6,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,Si,3,4,4,4,3,0,0,4,0,2,3,3,3,0,3,4,3,3,data_Micro
18,['37890'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,5,7,7,7,7,1,7,7,7,7,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,NS/NC,4,1,4,Null,2,0,1,4,1,1,3,1,4,0,1,4,4,1,data_Micro
19,['24107'],1003,18-24,Fisica/CsAt/Ocea,Secundaria,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,1,7,4,7,6,3,7,7,7,7,0,10,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,No,4,NS/NC,3,4,NS/NC,0,NS/NC,NS/NC,3,3,3,3,4,3,3,3,3,4,data_Micro
20,['25313'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Null,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Podria,4,7,0,7,7,6,7,6,7,1,0,1,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Null,NS/NC,NS/NC,NS/NC,Podria,3,7,7,7,7,3,7,6,7,1,Si,4,3,3,3,3,1,0,4,0,3,3,4,3,0,2,4,3,4,data_Micro
